N° de ligne;CodeHier;CodeActe;Libellé;GestesComplémentaires;Modulateur;TypeLigne;Consigne de codage pour le PMSI;Action année N S: suppression/A : Ajout/M: Modification;Caractéristique modification à publier;Séance;Dédié;Non dédié;Collectif;Pluriprofessionnel;Appareillage avec étapes;Début de validité;Fin de validité;Pondération acte isolé - 2012-2018;Pondération étape A 2012-2018;Pondération étape B 2012-2018;Pondération étape C 2012-2018;Pondération + modulateur HW 2012-2018;Pondération + modulateur LJ 2012-2018;Pondération + modulateur QM2012-2018;Pondération + modulateur XH 2012-2018
693;02.01.02;CDQ+147;étude de la production verbale du patient : répétition, réponse, réaction en fonction des stimulations auditives proposées;;;N;;;;;;;;;;;;;;;;;;;
694;02.01.02;CDQ+147;épreuves standardisées d'évaluation de la perception auditive;;;N;;;;;;;;;;;;;;;;;;;
695;02.01.02;CDQ+147;acouphénométrie en fréquence et en intensité;;;N;;;;;;;;;;;;;;;;;;;
696;02.01.02;CDQ+147;analyse critique des interactions verbale et non verbale entre le patient et son entourage avec ou sans appareillage et proposition d'adaptation si nécessaire;;;N;;;;;;;;;;;;;;;;;;;
697;02.01.02;CDQ+147;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
698;02.01.02;CDQ+139;Évaluation intermédiaire de l'audition;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;44;;;;;;;
699;02.01.02;CDQ+139;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
700;02.01.02;CDQ+139;évaluation focalisée permettant d'apprécier l'évolution de l'audition et d'ajuster le programme de rééducation;;;N;;;;;;;;;;;;;;;;;;;
701;02.01.02;CDQ+139;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
702;02.01.02;CDQ+111;Évaluation finale de l'audition;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;67;;;;;;;
703;02.01.02;CDQ+111;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
704;02.01.02;CDQ+111;évaluation de l'audition à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
705;02.01.02;CDQ+111;Avec ou sans : enregistrement du son et/ou de l'image;;;N;;;;;;;;;;;;;;;;;;;
706;02.01.02;CDQ+279;Évaluation initiale des compétences en discrimination auditive;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;64;;;;;;;
707;02.01.02;CDQ+279;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
708;02.01.02;CDQ+279;identification de bruits, sons, syllabes, mots;;;N;;;;;;;;;;;;;;;;;;;
709;02.01.02;CDQ+279;discrimination fine de la parole;;;N;;;;;;;;;;;;;;;;;;;
710;02.01.02;CDQ+279;écoute dans le bruit;;;N;;;;;;;;;;;;;;;;;;;
711;02.01.02;CDQ+279;écoute dichotique;;;N;;;;;;;;;;;;;;;;;;;
712;02.01.02;CDQ+273;Évaluation intermédiaire des compétences en discrimination auditive;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;44;;;;;;;
713;02.01.02;CDQ+273;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
714;02.01.02;CDQ+273;évaluation focalisée permettant d'apprécier l'évolution de la rééducation des compétences en discrimination auditive et d'ajuster le programme de rééducation;;;N;;;;;;;;;;;;;;;;;;;
715;02.01.02;CDQ+136;Évaluation finale des compétences en discrimination auditive;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;67;;;;;;;
716;02.01.02;CDQ+136;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
717;02.01.02;CDQ+136;évaluation des compétences en discrimination auditive à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
718;02.01.02;GKQ+054;Évaluation initiale des compétences en lecture labiale;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;55;;;;;;;
719;02.01.02;GKQ+054;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
720;02.01.02;GKQ+054;évaluation des repères visuels instinctifs;;;N;;;;;;;;;;;;;;;;;;;
721;02.01.02;GKQ+054;évaluation de la qualité de réception du message selon les modalités auditive, visuelle et mixte;;;N;;;;;;;;;;;;;;;;;;;
722;02.01.02;GKQ+054;évaluation des capacités de flexibilité mentale;;;N;;;;;;;;;;;;;;;;;;;
723;02.01.02;GKQ+054;évaluation de l'aide contextuelle;;;N;;;;;;;;;;;;;;;;;;;
724;02.01.02;GKQ+177;Évaluation intermédiaire des compétences en lecture labiale;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;38;;;;;;;
725;02.01.02;GKQ+177;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
726;02.01.02;GKQ+177;évaluation focalisée permettant d'apprécier l'évolution de l'apprentissage des compétences en lecture labiale et d'ajuster le programme de rééducation;;;N;;;;;;;;;;;;;;;;;;;
727;02.01.02;GKQ+186;Évaluation finale des compétences en lecture labiale;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;61;;;;;;;
728;02.01.02;GKQ+186;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
729;02.01.02;GKQ+186;évaluation des compétences en lecture labiale à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
730;02.01.02;CEQ+009;Évaluation initiale pour rééducation des troubles vestibulaires;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;64;;;;;;;
731;02.01.02;CEQ+009;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
732;02.01.02;CEQ+009;examen de l'équilibre et de la posture avec tests vestibulaires des trois entrées, étude de l'oculomotricité, manœuvres de Dix Hallpike et Epley Brandt et Daroff;;;N;;;;;;;;;;;;;;;;;;;
733;02.01.02;CEQ+219;Évaluation intermédiaire pour rééducation des troubles vestibulaires;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;44;;;;;;;
734;02.01.02;CEQ+219;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
735;02.01.02;CEQ+219;évaluation focalisée permettant d'apprécier l'évolution de la rééducation et d'ajuster le programme de prise en charge;;;N;;;;;;;;;;;;;;;;;;;
736;02.01.02;CEQ+151;Évaluation finale pour rééducation des troubles vestibulaires;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;67;;;;;;;
737;02.01.02;CEQ+151;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
738;02.01.02;CEQ+151;évaluation des troubles vestibulaires à la fin de la prise en charge ou à la sortie, pour orientation;;;N;;;;;;;;;;;;;;;;;;;
739;02.01.02;;;;;LV;;;;;;;;;;;;;;;;;;;
740;02.01.03;;Actes d'évaluation à visée de diagnostic et de synthèse de la douleur;;;T;;;;;;;;;;;;;;;;;;;
741;02.01.03;;;;;LV;;;;;;;;;;;;;;;;;;;
742;02.01.03;ANQ+179;Hétéro-évaluation de la douleur d'un patient sans communication verbale fiable [patient noncommunicant];;ZV;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;12;;;;;;;
743;02.01.03;ANQ+179;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
744;02.01.03;ANQ+179;observation des mimiques du patient pendant les soins et les mobilisations;;;N;;;;;;;;;;;;;;;;;;;
745;02.01.03;ANQ+179;recherche des signes physiques d'alerte;;;N;;;;;;;;;;;;;;;;;;;
746;02.01.03;ANQ+179;établissement du score de douleur par échelle telle que : échelle DOLOPLUS, BPSNI, ECPA;;;N;;;;;;;;;;;;;;;;;;;
747;02.01.03;ANQ+179;établissement d'une cinétique des scores;;;N;;;;;;;;;;;;;;;;;;;
748;02.01.03;;;;;LV;;;;;;;;;;;;;;;;;;;
749;02.01.04;;Actes d'évaluation à visée de diagnostic et de synthèse des troubles des fonctions de la sensibilité;;;T;;;;;;;;;;;;;;;;;;;
750;02.01.04;;;;;LV;;;;;;;;;;;;;;;;;;;
751;02.01.04;ANQ+173;Évaluation de la sensibilité de la peau et des articulations d'un patient indolore;;;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;13;;;;;;;
752;02.01.04;ANQ+173;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
753;02.01.04;ANQ+173;inspection de l'état cutané et trophique avec ou sans réalisation de photographie;;;N;;;;;;;;;;;;;;;;;;;
754;02.01.04;ANQ+173;réalisation d'une cartographie objective des troubles neurovégétatifs au moyen d'un réactif coloré à la sudation;;;N;;;;;;;;;;;;;;;;;;;
755;02.01.04;ANQ+173;évaluation de la sensibilité superficielle et profonde aux vibrations;;;N;;;;;;;;;;;;;;;;;;;
756;02.01.04;ANQ+173;évaluation de la capacité de protection;;;N;;;;;;;;;;;;;;;;;;;
757;02.01.04;ANQ+173;esthésiographie;;;N;;;;;;;;;;;;;;;;;;;
758;02.01.04;ANQ+173;discrimination mobile et statique;;;N;;;;;;;;;;;;;;;;;;;
759;02.01.04;ANQ+173;cartographie de la perception de la stimulation;;;N;;;;;;;;;;;;;;;;;;;
760;02.01.04;ANQ+173;mesure de la sensibilité à la position, au mouvement et à la pression;;;N;;;;;;;;;;;;;;;;;;;
761;02.01.04;ANQ+173;évaluation de la fonction de reconnaissance de la main à l'aide d'exercices étalonnés;;;N;;;;;;;;;;;;;;;;;;;
762;02.01.04;ANQ+173;évaluation des fonctions corticales telles que : stéréognosie, extinction sensitive;;;N;;;;;;;;;;;;;;;;;;;
763;02.01.04;ANQ+126;Évaluation de la sensibilité de la peau et des articulations d'un patient douloureux;;ZV;L;;M;Modulateur BN supprimé;;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
764;02.01.04;ANQ+126;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
765;02.01.04;ANQ+126;inspection de l'état cutané et trophique avec ou sans réalisation de photographie;;;N;;;;;;;;;;;;;;;;;;;
766;02.01.04;ANQ+126;réalisation d'une cartographie objective des troubles neurovégétatifs au moyen d'un réactif coloré à la sudation;;;N;;;;;;;;;;;;;;;;;;;
767;02.01.04;ANQ+126;réalisation d'une cartographie de la douleur avec ses caractéristiques, les zones allodyniques, les zones dysesthésiques;;;N;;;;;;;;;;;;;;;;;;;
768;02.01.04;ANQ+126;évaluation de la capacité de protection telle que la sensibilité thermique;;;N;;;;;;;;;;;;;;;;;;;
769;02.01.04;ANQ+126;évaluation de la sensibilité superficielle et profonde aux vibrations;;;N;;;;;;;;;;;;;;;;;;;
770;02.01.04;ANQ+126;esthésiographie;;;N;;;;;;;;;;;;;;;;;;;
771;02.01.04;ANQ+126;discrimination mobile et statique;;;N;;;;;;;;;;;;;;;;;;;
772;02.01.04;ANQ+126;cartographie de la perception de la stimulation;;;N;;;;;;;;;;;;;;;;;;;
773;02.01.04;ANQ+126;mesure de la sensibilité à la position, au mouvement et à la pression;;;N;;;;;;;;;;;;;;;;;;;
774;02.01.04;ANQ+126;évaluation de la fonction de reconnaissance de la main à l'aide d'exercices étalonnés;;;N;;;;;;;;;;;;;;;;;;;
775;02.01.04;ANQ+126;évaluation des fonctions d'origine corticale telles que : stéréognosie, extinction sensitive;;;N;;;;;;;;;;;;;;;;;;;
776;02.01.04;;;;;LV;;;;;;;;;;;;;;;;;;;
777;02.02;;Actes de prise en charge à visée thérapeutique des troubles des fonctions sensorielles et de la douleur;;;T;;;;;;;;;;;;;;;;;;;
778;02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
779;02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
780;02.02.01;;Actes de prise en charge à visée thérapeutique des troubles des fonctions visuelles;;;T;;;;;;;;;;;;;;;;;;;
781;02.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
782;02.02.01;BLR+131;Séance de rééducation des troubles de la reconnaissance des formes et du repérage d'objet dans l'espace, dans l'agnosie visuelle;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
783;02.02.01;BLR+131;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
784;02.02.01;BLR+131;sollicitation du trouble par stimulation visuelle;;;N;;;;;;;;;;;;;;;;;;;
785;02.02.01;BLR+131;mise en place de techniques de facilitation;;;N;;;;;;;;;;;;;;;;;;;
786;02.02.01;BLR+131;apprentissage de la traduction de la perception tactile en information visuelle;;;N;;;;;;;;;;;;;;;;;;;
787;02.02.01;BLR+131;mise en place de contexte facilitateur;;;N;;;;;;;;;;;;;;;;;;;
788;02.02.01;BLR+131;exploration des formes en 2 dimensions puis en 3 dimensions;;;N;;;;;;;;;;;;;;;;;;;
789;02.02.01;BLR+131;apprentissage de la discrimination visuelle des formes, volumes et détails;;;N;;;;;;;;;;;;;;;;;;;
790;02.02.01;BLR+131;appariement des formes manipulées à des formes dessinées;;;N;;;;;;;;;;;;;;;;;;;
791;02.02.01;BLR+131;analyse des particularités permettant de généraliser la perception;;;N;;;;;;;;;;;;;;;;;;;
792;02.02.01;BLR+131;stimulation de l'évocation mentale par la description et l'association à des attributs physiques et sémantiques;;;N;;;;;;;;;;;;;;;;;;;
793;02.02.01;BLR+131;développement des capacités préservées;;;N;;;;;;;;;;;;;;;;;;;
794;02.02.01;BLR+131;mise en situation dans la réalisation de tâche élémentaire de la vie quotidienne;;;N;;;;;;;;;;;;;;;;;;;
795;02.02.01;BLR+131;mise en situation dans la réalisation de déplacement;;;N;;;;;;;;;;;;;;;;;;;
796;02.02.01;BLR+257;Séance de rééducation des troubles du déplacement, dans l'agnosie visuelle;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;31;;;;;;;
797;02.02.01;BLR+257;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
798;02.02.01;BLR+257;sollicitation du trouble par stimulation visuelle;;;N;;;;;;;;;;;;;;;;;;;
799;02.02.01;BLR+257;mise en place de techniques de facilitation;;;N;;;;;;;;;;;;;;;;;;;
800;02.02.01;BLR+257;apprentissage de la traduction de la perception tactile en information visuelle;;;N;;;;;;;;;;;;;;;;;;;
801;02.02.01;BLR+257;mise en place de contexte facilitateur;;;N;;;;;;;;;;;;;;;;;;;
802;02.02.01;BLR+257;apprentissage de la discrimination visuelle des formes, volumes et détails;;;N;;;;;;;;;;;;;;;;;;;
803;02.02.01;BLR+257;analyse des particularités permettant de généraliser la perception;;;N;;;;;;;;;;;;;;;;;;;
804;02.02.01;BLR+257;stimulation de l'évocation mentale par la description et l'association à des attributs physiques et sémantiques;;;N;;;;;;;;;;;;;;;;;;;
805;02.02.01;BLR+257;développement des capacités préservées;;;N;;;;;;;;;;;;;;;;;;;
806;02.02.01;BLR+257;mise en situation dans la réalisation de déplacement;;;N;;;;;;;;;;;;;;;;;;;
807;02.02.01;BLR+077;Séance de rééducation oculomotrice;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;22;;;;;;;
808;02.02.01;BLR+077;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
809;02.02.01;BLR+077;amélioration du contrôle postural de la tête et du tronc;;;N;;;;;;;;;;;;;;;;;;;
810;02.02.01;BLR+077;coordination de l'orientation de la tête et du regard en réponse à des stimuli différents y compris auditifs;;;N;;;;;;;;;;;;;;;;;;;
811;02.02.01;BLR+077;développement de l'utilisation du regard et de la poursuite oculaire dans des situations différentes;;;N;;;;;;;;;;;;;;;;;;;
812;02.02.01;BLR+077;amélioration de la coordination de l'œil et la main dans les activités gestuelles;;;N;;;;;;;;;;;;;;;;;;;
813;02.02.01;BLR+077;développement de l'automatisation et de la rapidité de la coordination oculomanuelle;;;N;;;;;;;;;;;;;;;;;;;
814;02.02.01;BLR+077;utilisation de moyen de compensation pour optimiser l'utilisation du regard en fonction de l'activité;;;N;;;;;;;;;;;;;;;;;;;
815;02.02.01;BLR+107;Séance d'apprentissage de l'autonomie de déplacement d'un patient déficient visuel;;"EZ;TF;RW;HW;LJ;XH";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;36;;;;56;56;;156
816;02.02.01;BLR+107;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
817;02.02.01;BLR+107;essai et utilisation de moyen optique pour la vision de loin en statique et en dynamique;;;N;;;;;;;;;;;;;;;;;;;
818;02.02.01;BLR+107;essai et utilisation de filtre pour améliorer les contrastes et atténuer la photophobie;;;N;;;;;;;;;;;;;;;;;;;
819;02.02.01;BLR+107;analyse de la capacité de repérage dans l'espace et développement de son acquisition;;;N;;;;;;;;;;;;;;;;;;;
820;02.02.01;BLR+107;développement de l'utilisation de la représentation mentale de l'espace;;;N;;;;;;;;;;;;;;;;;;;
821;02.02.01;BLR+107;aide à la prise de conscience et développement des capacités multisensorielles;;;N;;;;;;;;;;;;;;;;;;;
822;02.02.01;BLR+107;développement du patrimoine conceptuel lié au déplacement;;;N;;;;;;;;;;;;;;;;;;;
823;02.02.01;BLR+107;utilisation de dispositif technique de compensation spécifique de la déficience visuelle;;;N;;;;;;;;;;;;;;;;;;;
824;02.02.01;BLR+107;apprentissage des techniques et des stratégies de locomotion;;;N;;;;;;;;;;;;;;;;;;;
825;02.02.01;BLR+107;mise en application des connaissances sur différents lieux et développement de la capacité d'adaptation;;;N;;;;;;;;;;;;;;;;;;;
826;02.02.01;BLR+107;utilisation des transports en commun;;;N;;;;;;;;;;;;;;;;;;;
827;02.02.01;BLR+152;Séance d'apprentissage de la réalisation des activités de la vie quotidienne par un patient déficient visuel;;"EZ;TF;RW;HW;LJ;XH";L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;50;;;;70;70;;170
828;02.02.01;BLR+152;Séance de rééducation du patient déficient visuel pour l'habillage;;;N;;;;;;;;;;;;;;;;;;;
829;02.02.01;BLR+152;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
830;02.02.01;BLR+152;apprentissage de la réalisation de gestes quotidiens par :;;;N;;;;;;;;;;;;;;;;;;;
831;02.02.01;BLR+152;aide à la prise de conscience des capacités multisensorielles;;;N2;;;;;;;;;;;;;;;;;;;
832;02.02.01;BLR+152;développement de nouvelles stratégies de repérage;;;N2;;;;;;;;;;;;;;;;;;;
833;02.02.01;BLR+152;développement de la précision gestuelle et apprentissage de l'adéquation des gestes;;;N2;;;;;;;;;;;;;;;;;;;
834;02.02.01;BLR+152;utilisation et développement des capacités préexistantes;;;N2;;;;;;;;;;;;;;;;;;;
835;02.02.01;BLR+152;développement des capacités d'adaptation;;;N2;;;;;;;;;;;;;;;;;;;
836;02.02.01;BLR+152;essai de différentes ambiances lumineuses;;;N2;;;;;;;;;;;;;;;;;;;
837;02.02.01;BLR+152;utilisation d'aide technique de compensation;;;N2;;;;;;;;;;;;;;;;;;;
838;02.02.01;BLR+152;développement de l'autonomie;;;N2;;;;;;;;;;;;;;;;;;;
839;02.02.01;BLR+152;mise en application des connaissances acquises dans les activités quotidiennes;;;N;;;;;;;;;;;;;;;;;;;
840;02.02.01;BLR+152;mise en application en milieu collectif;;;N;;;;;;;;;;;;;;;;;;;
841;02.02.01;BLR+156;Séance de rééducation en basse vision;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;27;;;;;;;
842;02.02.01;BLR+156;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
843;02.02.01;BLR+156;recherche et mise en place d'une fixation de suppléance;;;N;;;;;;;;;;;;;;;;;;;
844;02.02.01;BLR+156;recherche de stratégies visuelles;;;N;;;;;;;;;;;;;;;;;;;
845;02.02.01;BLR+156;rééducation de la discrimination, des mouvements oculaires;;;N;;;;;;;;;;;;;;;;;;;
846;02.02.01;BLR+156;stimulation de la mémoire visuelle;;;N;;;;;;;;;;;;;;;;;;;
847;02.02.01;BLR+156;rééducation de l'organisation spatiale, de la lecture et de l'écriture;;;N;;;;;;;;;;;;;;;;;;;
848;02.02.01;BLR+156;apprentissage de la manipulation des aides optiques et techniques;;;N;;;;;;;;;;;;;;;;;;;
849;02.02.01;;;;;LV;;;;;;;;;;;;;;;;;;;
850;02.02.02;;Actes de prise en charge à visée thérapeutique des troubles des fonctions auditives et vestibulaires;;;T;;;;;;;;;;;;;;;;;;;
851;02.02.02;;;;;LV;;;;;;;;;;;;;;;;;;;
852;02.02.02;CDR+018;Séance de rééducation de l'audition;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;Modulateur BN supprimé;oui;oui;non;non;non;non;"Version 2012 ; 30/03/2012";;27;;;;;;;
853;02.02.02;CDR+018;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
854;02.02.02;CDR+018;adaptation des réactions aux stimulations auditives;;;N;;;;;;;;;;;;;;;;;;;
855;02.02.02;CDR+018;développement des interactions verbales et non verbales entre le patient et son entourage;;;N;;;;;;;;;;;;;;;;;;;
856;02.02.02;CDR+018;éducation du patient et de son entourage à développer une communication adaptée;;;N;;;;;;;;;;;;;;;;;;;
857;02.02.02;CDR+063;Séance de rééducation des compétences en discrimination auditive;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;27;;;;;;;
858;02.02.02;CDR+063;Cet acte comprend :;;;N;;;;;;;;;;;;;;;;;;;
859;02.02.02;CDR+063;identification de bruits, sons, syllabes, mots;;;N;;;;;;;;;;;;;;;;;;;
860;02.02.02;CDR+063;discrimination fine de la parole;;;N;;;;;;;;;;;;;;;;;;;
861;02.02.02;CDR+063;écoute dans le bruit;;;N;;;;;;;;;;;;;;;;;;;
862;02.02.02;CDR+063;écoute dichotique;;;N;;;;;;;;;;;;;;;;;;;
863;02.02.02;CDR+063;développement des capacités d'attention;;;N;;;;;;;;;;;;;;;;;;;
864;02.02.02;GKR+156;Séance d'apprentissage de la lecture labiale;;EZ;L;Peut, au plus,  être codé une fois le matin et l'après-midi;M;"Modulateur BN supprimé ; caractère non dédié modifié";oui;oui;possible;non;non;non;"Version 2012 ; 30/03/2012";;27;;;;;;;
